;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency;tot_max_norm
586;row_1466;1466;41607368693;0;0;Inventory;Inventory;False;57.52;Endure;3;6;6;DEF flat;70;HP flat;212;0;7.0;;;;;;;;;16.0;;Rare;71.8;8.491
587;row_1481;1481;41750621196;0;0;Inventory;Inventory;False;44.38;Despair;2;6;9;SPD;25;;0;0;12.0;;19.0;;;;;;;;10.0;Rare;51.52;4.641666666666667
588;row_1487;1487;41623215016;0;0;Inventory;Inventory;False;51.7;Vampire;4;6;6;DEF%;29;;0;0;;12.0;;;;;;;;10.0;;Rare;65.98;7.0476190476190474
589;row_1501;1501;41613818303;0;0;Inventory;Inventory;False;51.75;Violent;1;6;9;ATK flat;94;;0;0;;;;9.0;;;;;459.0;10.0;;Hero;58.9;6.070333333333334
590;row_1502;1502;41644130231;0;0;Inventory;Inventory;False;41.91;Violent;2;6;6;SPD;19;RES;8;0;;;32.0;;;;32.0;;;;;Rare;56.2;4.6
591;row_1503;1503;41644227513;116;0;Riley;Inventory;False;46.5;Violent;2;6;9;SPD;25;ATK flat;15;0;;;;15.0;13.0;;;;491.0;;;Hero;53.64;5.5296666666666665
592;row_1504;1504;41767330389;0;0;Inventory;Inventory;False;44.82;Violent;2;6;6;SPD;19;ATK%;8;0;;;;20.0;;;;;247.0;;;Rare;59.11;5.8293333333333335
593;row_1505;1505;41768026110;88;0;Talia;Inventory;False;55.05;Violent;2;6;9;ATK%;38;CDmg;7;0;;;;;;21.0;;;;5.0;12.0;Hero;62.19;8.291666666666668
594;row_1506;1506;41613976592;0;0;Inventory;Inventory;False;57.59;Violent;3;6;6;DEF flat;70;CDmg;6;0;;;;;;;;;;15.0;5.0;Rare;71.88;8.69047619047619
595;row_1509;1509;41604847297;0;0;Inventory;Inventory;False;55.18;Violent;5;6;9;HP flat;1440;;0;0;;;37.0;;;;;14.0;;11.0;;Hero;62.32;7.341666666666667
596;row_1518;1518;41686545026;0;0;Inventory;Inventory;False;57.76;Nemesis;1;6;6;ATK flat;70;ACC;4;0;;;;;;;;;195.0;17.0;;Rare;72.05;8.426666666666666
597;row_1519;1519;41686856740;131;0;Tesarion;Inventory;False;68.27;Nemesis;1;6;12;ATK flat;118;;0;1;;;;;11.0;;;;350.0;22.0;5.0;Legend;68.27;10.008333333333335
598;row_1522;1522;41649536141;0;0;Inventory;Inventory;True;44.78;Nemesis;2;5;12;SPD;29;DEF flat;15;0;;12.0;20.0;5.0;;;;;;;10.0;Legend;44.78;4.880952380952381
599;row_1523;1523;41665295734;0;0;Inventory;Inventory;False;44.04;Nemesis;2;6;6;SPD;19;;0;0;;;;;;13.0;;15.0;;;;Rare;58.33;5.5
600;row_1527;1527;41623021131;0;0;Inventory;Inventory;True;53.92;Nemesis;4;6;9;CRate;34;;0;0;;;;6.0;;;;;673.0;12.0;;Hero;61.07;6.647333333333333
601;row_1534;1534;41686694643;131;0;Tesarion;Inventory;False;64.8;Nemesis;4;6;12;HP%;47;;0;1;;;17.0;;;8.0;;;218.0;21.0;;Hero;64.8;8.715666666666667
602;row_1539;1539;41647412546;0;0;Inventory;Inventory;False;54.31;Nemesis;6;6;9;ATK%;38;DEF%;6;0;4.0;;;;;;;;796.0;11.0;;Hero;61.46;6.978
603;row_1543;1543;41645271564;0;0;Inventory;Inventory;False;59.22;Will;1;6;6;ATK flat;70;ACC;8;0;7.0;;;;;;;;;16.0;;Rare;73.51;9.208333333333332
604;row_1544;1544;41633910045;0;0;Inventory;Inventory;False;46.66;Will;2;6;6;ATK%;29;;0;0;;;;;;;;;448.0;8.0;;Rare;60.95;5.263999999999999
605;row_1545;1545;41636093724;0;0;Inventory;Inventory;False;46.87;Will;2;6;9;HP%;38;ACC;5;0;12.0;;;;;13.0;;;704.0;;;Hero;54.02;5.688666666666666
606;row_1546;1546;41636374533;0;0;Inventory;Inventory;False;42.01;Will;2;6;6;SPD;19;ATK flat;18;0;13.0;;;;;;;;426.0;;;Rare;56.29;4.643000000000001
607;row_1547;1547;41648744871;90;0;Mo Long;Inventory;False;50.25;Will;2;6;12;SPD;31;ATK flat;15;0;;;;16.0;13.0;;;13.0;363.0;;;Legend;50.25;6.109
608;row_1548;1548;41647537438;0;0;Inventory;Inventory;False;45.43;Will;4;6;6;HP%;29;CDmg;6;0;;;;;22.0;;19.0;;;;;Rare;59.71;6.082142857142857
609;row_1549;1549;41648511697;0;0;Inventory;Inventory;False;45.35;Will;4;6;6;DEF%;29;ACC;7;0;;;;;22.0;;17.0;;;;;Rare;59.64;6.05
610;row_1550;1550;41649123020;0;0;Inventory;Inventory;False;47.56;Will;4;6;9;DEF%;38;;0;0;12.0;;;;;;39.0;;;5.0;;Hero;54.7;5.141666666666667
611;row_1551;1551;41665286843;0;0;Inventory;Inventory;False;44.93;Will;4;6;6;HP%;29;ACC;6;0;22.0;;15.0;;;;;;;;;Rare;59.22;5.875
612;row_1553;1553;41623312160;0;0;Inventory;Inventory;False;54.47;Will;6;6;9;ATK%;38;;0;0;;;;;;;35.0;8.0;;12.0;;Hero;61.61;6.875
613;row_1557;1557;41725334809;0;0;Inventory;Inventory;False;50.38;Will;6;6;12;RES;48;;0;0;;;;11.0;;12.0;;21.0;;;4.0;Legend;50.38;6.166666666666667
614;row_1558;1558;41607611308;0;0;Inventory;Inventory;False;59.43;Shield;1;6;9;ATK flat;94;;0;0;6.0;12.0;;;;;;;;15.0;;Hero;66.58;8.464285714285715
615;row_1562;1562;41644370663;0;0;Inventory;Inventory;False;45.11;Shield;2;6;9;SPD;25;;0;0;14.0;;;12.0;;;28.0;;;;;Hero;52.26;4.95
616;row_1573;1573;41607096512;0;0;Inventory;Inventory;False;53.21;Revenge;2;6;9;ATK%;38;SPD;5;0;;;;20.0;;;;;263.0;;12.0;Hero;60.35;7.517333333333334
617;row_1574;1574;41644253999;0;0;Inventory;Inventory;False;40.66;Revenge;2;6;6;SPD;19;CDmg;5;0;;;11.0;;;;;;814.0;;;Rare;54.94;4.074619047619048
618;row_1575;1575;41607060861;87;0;Sabrina;Inventory;False;58.33;Revenge;4;6;9;CDmg;47;RES;5;0;;;;;11.0;;;12.0;;12.0;;Hero;65.47;8.5
619;row_1576;1576;41725330338;0;0;Inventory;Inventory;False;55.05;Revenge;4;6;9;DEF%;38;;0;0;;;;9.0;16.0;;;;;10.0;;Hero;62.19;7.458333333333334
620;row_1577;1577;41644415132;134;0;Hwa;Inventory;False;61.39;Revenge;6;6;12;ATK%;47;;0;0;11.0;;23.0;;;;;;;15.0;8.0;Legend;61.39;8.283333333333333
621;row_1579;1579;41647428743;0;0;Inventory;Inventory;False;67.85;Destroy;1;6;9;ATK flat;94;RES;4;0;;7.0;;;;;;;;22.0;6.0;Hero;74.99;10.833333333333332
622;row_1583;1583;41648219210;0;0;Inventory;Inventory;False;47.36;Destroy;2;6;9;SPD;25;;0;0;23.0;11.0;18.0;;;;;;;;;Hero;54.51;5.896428571428571
623;row_1620;1620;41610398341;1346;0;Rainbowmon 3;Inventory;False;37.09;Accuracy;2;5;6;SPD;17;;0;0;;;;;;;31.0;7.0;;;;Rare;51.38;3.65
624;row_1627;1627;41610709713;1345;0;Rainbowmon 2;Inventory;False;37.54;Tolerance;2;5;6;SPD;17;;0;0;11.0;;;;;;;;347.0;;;Rare;51.82;3.837666666666667
625;row_1632;1632;41683344828;0;105;Inventory;Bernadotte;False;59.09;Fatal;1;6;9;ATK flat;94;HP%;6;0;;11.0;;;16.0;;;;;11.0;;Hero;66.23;8.988095238095237
626;row_1633;1633;41613818305;89;110;Lulu and Friends;Chasun;False;49.39;Violent;2;6;15;SPD;42;;0;0;5.0;;;15.0;;;15.0;23.0;;;;Hero;49.39;5.75
627;row_1637;1637;41633975834;0;17;Inventory;Skogul;False;58.42;Will;4;6;12;HP%;47;;0;0;;16.0;;;;;14.0;;674.0;12.0;;Legend;58.42;7.534380952380952
628;row_1639;1639;41622174522;96;774;Zaiross;Chacha and Friends;False;60.45;Rage;3;6;12;DEF flat;118;;0;0;12.0;15.0;;;;;;6.0;;12.0;;Legend;60.45;8.392857142857142
629;row_1641;1641;41851860502;0;0;Inventory;Inventory;False;42.32;Energy;2;6;6;SPD;19;ACC;8;0;10.0;;;;;;;;395.0;;;Rare;56.61;4.776666666666666
630;row_1642;1642;41851945743;0;0;Inventory;Inventory;False;50.29;Energy;2;6;6;HP%;29;;0;0;9.0;;;;;;;;;10.0;;Rare;64.58;6.458333333333334
631;row_1652;1652;41787971730;0;0;Inventory;Inventory;False;58.87;Guard;6;6;12;RES;48;;0;0;;6.0;;;10.0;;;21.0;;10.0;;Legend;58.87;8.065476190476192
632;row_1655;1655;41808233462;0;0;Inventory;Inventory;False;51.42;Rage;3;5;12;DEF flat;99;HP%;6;0;;;;9.0;;9.0;;;263.0;11.0;;Legend;51.42;7.017333333333333
633;row_1658;1658;41779769333;0;0;Inventory;Inventory;False;56.61;Focus;2;6;6;DEF%;29;ACC;7;0;;;16.0;;;;;;;15.0;;Rare;70.89;8.275
634;row_1671;1671;41775677125;0;0;Inventory;Inventory;False;49.19;Endure;2;6;9;SPD;25;RES;6;0;;;;14.0;;8.0;;;;;13.0;Hero;56.34;6.666666666666666
635;row_1682;1682;41775664541;0;0;Inventory;Inventory;False;55.15;Violent;2;6;9;DEF%;38;;0;0;;;;16.0;;;;;;11.0;4.0;Hero;62.3;7.333333333333333
636;row_1684;1684;41779574191;0;0;Inventory;Inventory;False;48.25;Violent;2;6;9;ATK%;38;ACC;8;0;;;;;;;;13.0;607.0;;11.0;Hero;55.39;6.267666666666667
637;row_1685;1685;41788102963;0;0;Inventory;Inventory;False;52.34;Violent;3;6;6;DEF flat;70;RES;8;0;;;;;;;;;362.0;11.0;;Rare;66.63;7.149333333333333
638;row_1689;1689;41821999675;13;0;Triana;Inventory;False;52.28;Violent;4;6;12;HP%;47;ATK flat;19;0;22.0;10.0;;;;;;;231.0;4.0;;Hero;52.28;6.294904761904761
639;row_1692;1692;41788026494;0;0;Inventory;Inventory;False;48.69;Violent;6;6;9;ATK%;38;CDmg;7;0;;;;;;13.0;;;622.0;;12.0;Hero;55.84;6.4543333333333335
640;row_1695;1695;41846882257;0;0;Inventory;Inventory;False;39.08;Nemesis;2;5;6;SPD;17;ATK%;6;0;11.0;;;;;;;;270.0;;;Rare;53.36;4.484999999999999
641;row_1696;1696;41779014937;0;0;Inventory;Inventory;False;59.48;Nemesis;3;6;6;DEF flat;70;CDmg;6;0;;;;;;;;5.0;;17.0;;Rare;73.76;9.148809523809524
642;row_1701;1701;41801691363;0;0;Inventory;Inventory;False;49.29;Will;6;6;9;HP%;38;;0;0;;;29.0;;;;;;357.0;9.0;;Hero;56.44;5.2010000000000005
643;row_1703;1703;41788039006;0;0;Inventory;Inventory;False;48.03;Shield;2;6;9;SPD;25;HP flat;352;0;;;;4.0;;;;15.0;;;14.0;Hero;55.18;6.177666666666667
644;row_1704;1704;41779720953;0;0;Inventory;Inventory;False;53.31;Shield;4;6;9;HP%;38;;0;0;;15.0;;;6.0;;;;;9.0;;Hero;60.45;6.892857142857142
645;row_1706;1706;41775076572;0;0;Inventory;Inventory;False;59.26;Shield;6;6;9;ATK%;38;DEF%;8;0;;8.0;10.0;;;;;;;15.0;;Hero;66.41;8.392857142857142
646;row_1712;1712;41792331732;0;0;Inventory;Inventory;False;57.14;Revenge;1;6;6;ATK flat;70;ATK%;6;0;;;;6.0;;;;;;15.0;;Rare;71.42;8.5
647;row_1713;1713;41775891771;0;0;Inventory;Inventory;False;52.97;Revenge;2;6;6;DEF%;29;;0;0;;;;6.0;;;;;;13.0;;Rare;67.26;7.083333333333333
648;row_1719;1719;41791741817;88;0;Talia;Inventory;False;63.09;Revenge;5;6;9;HP flat;1440;ATK%;5;0;6.0;;;5.0;;;;;;19.0;;Hero;70.23;9.333333333333332
649;row_1720;1720;41775603550;0;0;Inventory;Inventory;False;50.54;Revenge;6;6;6;HP%;29;HP flat;172;0;8.0;;;;;;;;;10.0;;Rare;64.83;6.562666666666667
650;row_1727;1727;41833635859;0;0;Inventory;Inventory;False;51.55;Destroy;6;6;9;HP%;38;;0;0;;;;;;;26.0;;;9.0;9.0;Hero;58.69;6.15
651;row_1729;1729;41851534768;0;0;Inventory;Inventory;False;35.96;Fight;2;5;6;SPD;17;;0;0;3.0;;32.0;;;;;;;;;Rare;50.25;3.175
652;row_1745;1745;41788170970;0;80;Inventory;Tarq;False;59.12;Violent;5;6;12;HP flat;1800;;0;0;;;;;;7.0;;13.0;;10.0;14.0;Legend;59.12;8.166666666666668
653;row_1746;1746;41779259261;0;86;Inventory;Chow;False;51.81;Violent;1;6;6;ATK flat;70;CRate;6;0;;;;;;;;;570.0;10.0;;Rare;66.1;7.093333333333334
654;row_1747;1747;41792212500;1342;1;Bastet;Anavel;False;59.43;Violent;1;6;9;ATK flat;94;CDmg;5;0;;;;;14.0;;;8.0;;13.0;;Hero;66.57;8.797619047619047
655;row_1749;1749;41785588223;0;88;Inventory;Talia;False;53.16;Violent;5;6;9;HP flat;1440;ATK%;5;0;;;43.0;;;;;5.0;;10.0;;Hero;60.3;6.658333333333333
656;row_1750;1750;41787846607;13;109;Triana;Lushen;False;63.84;Shield;5;6;12;HP flat;1800;ACC;4;0;;;;;19.0;;11.0;;;16.0;4.0;Legend;63.84;9.149999999999999
657;row_1751;1751;41787943856;15;114;Fran;Oliver;False;60.93;Violent;3;6;12;DEF flat;118;DEF%;6;0;;10.0;;10.0;;;;;;11.0;10.0;Legend;60.93;8.761904761904761
658;row_1760;1760;42206524701;0;0;Inventory;Inventory;False;52.2;Energy;6;6;9;HP%;38;DEF flat;17;0;;;;23.0;5.0;;;;;6.0;;Hero;59.34;6.925
659;row_1761;1761;42186951393;0;0;Inventory;Inventory;False;39.7;Guard;2;5;6;SPD;17;;0;0;;;;;6.0;16.0;;;;;;Rare;53.99;4.75
660;row_1764;1764;41959778010;0;0;Inventory;Inventory;True;38.9;Blade;2;5;6;SPD;17;CRate;5;0;;;;6.0;;;33.0;;;;;Rare;53.18;4.408333333333333
661;row_1769;1769;41914560675;0;0;Inventory;Inventory;True;41.41;Rage;2;5;6;HP%;22;;0;0;;;;;18.0;;;;;6.0;;Rare;55.69;6.25
662;row_1771;1771;42003901492;125;0;Kro;Inventory;True;49.29;Rage;2;6;9;ATK%;38;;0;0;;;;;;;;16.0;404.0;;19.0;Hero;56.43;6.705333333333334
663;row_1775;1775;41957275214;0;0;Inventory;Inventory;True;52.91;Rage;4;6;12;CRate;43;;0;0;;;;7.0;;;;21.0;542.0;6.0;;Hero;52.91;6.222666666666667
664;row_1778;1778;42187186994;0;0;Inventory;Inventory;False;57.97;Focus;3;6;6;DEF flat;70;HP%;7;0;;;;;;;;;354.0;16.0;;Rare;72.25;8.680333333333333
665;row_1787;1787;42187116574;0;0;Inventory;Inventory;False;54.46;Endure;4;6;6;DEF%;29;HP%;8;0;;;;;15.0;;;;;10.0;;Rare;68.74;8.208333333333334
666;row_1788;1788;41963410082;0;0;Inventory;Inventory;False;59.65;Endure;5;6;9;HP flat;1440;;0;0;;10.0;;;;5.0;;;;16.0;;Hero;66.79;8.386904761904763
667;row_1790;1790;41958719994;0;0;Inventory;Inventory;True;52.12;Endure;6;5;9;HP%;29;;0;0;;;;9.0;13.0;;;;;14.0;;Hero;59.26;8.416666666666668
668;row_1794;1794;42113784395;0;0;Inventory;Inventory;False;55.36;Vampire;6;6;6;DEF%;29;;0;0;;;;6.0;;;;;;15.0;;Rare;69.64;7.75
669;row_1796;1796;41948981931;114;0;Oliver;Inventory;False;59.51;Violent;6;6;12;ATK%;47;;0;0;14.0;;10.0;20.0;;;;;;11.0;;Legend;59.51;8.166666666666666
670;row_1799;1799;41938650957;0;0;Inventory;Inventory;True;39.53;Nemesis;2;5;9;SPD;23;;0;0;;;;;;;17.0;;311.0;;11.0;Hero;46.67;3.673
671;row_1800;1800;42004251491;0;0;Inventory;Inventory;True;44.98;Nemesis;2;5;6;DEF%;22;;0;0;14.0;;;;;;;;;10.0;;Rare;59.26;7.083333333333334
672;row_1810;1810;41906265802;1342;0;Bastet;Inventory;True;62.49;Will;6;6;13;DEF%;50;;0;0;;;;21.0;9.0;;;16.0;;11.0;;Legend;62.49;9.416666666666666
673;row_1815;1815;42283627996;0;0;Inventory;Inventory;False;47.87;Revenge;2;6;9;SPD;25;CDmg;6;0;13.0;;40.0;;;13.0;;;;;;Hero;55.01;6.107142857142857
674;row_1825;1825;42305445628;0;0;Inventory;Inventory;False;57.8;Guard;5;6;6;HP flat;1080;;0;0;;;11.0;;;;;;;18.0;;Rare;72.08;8.275
675;row_1829;1829;42395638951;11;0;Cheongpung;Inventory;True;73.5;Swift;4;6;12;HP%;47;;0;0;10.0;;;;16.0;9.0;;;;23.0;;Legend;73.5;12.041666666666668
676;row_1834;1834;42346870017;0;0;Inventory;Inventory;False;58.27;Focus;4;6;6;CDmg;35;ACC;8;0;;;19.0;;;;;;;16.0;;Rare;72.56;8.808333333333334
677;row_1835;1835;42347782897;0;0;Inventory;Inventory;False;51.13;Focus;4;6;6;CDmg;35;ATK%;6;0;;;;;;;29.0;;;10.0;;Rare;65.42;6.808333333333334
678;row_1839;1839;42312824587;0;0;Inventory;Inventory;False;61.88;Focus;6;6;12;RES;48;HP%;8;0;;;;;;14.0;;;431.0;12.0;10.0;Legend;61.88;8.991333333333333
679;row_1842;1842;42305563469;0;0;Inventory;Inventory;False;55.43;Endure;2;6;9;DEF%;38;;0;0;;10.0;;;;;34.0;;;12.0;;Hero;62.57;7.2785714285714285
680;row_1855;1855;42304489016;117;0;Jamire;Inventory;False;48.81;Violent;2;6;15;SPD;42;CDmg;4;1;6.0;;34.0;;8.0;;;;;;14.0;Hero;48.81;5.504761904761905
681;row_1858;1858;42347123060;0;0;Inventory;Inventory;False;47.38;Violent;6;6;9;DEF%;38;HP flat;209;0;;;;12.0;17.0;;;8.0;;;;Hero;54.52;5.903666666666667
682;row_1867;1867;42305123530;0;0;Inventory;Inventory;False;45.23;Revenge;2;6;6;SPD;19;RES;5;0;;;;;13.0;14.0;;;;;;Rare;59.51;6.0
683;row_1871;1871;42323441209;127;0;Homunculus - Hypernox;Inventory;False;60.11;Revenge;3;6;9;DEF flat;94;;0;0;8.0;;;;;;;14.0;;15.0;;Hero;67.26;8.75
684;row_1872;1872;42323069338;177;0;Darion;Inventory;False;53.26;Revenge;4;6;9;HP%;38;;0;0;;;;30.0;;5.0;;;;6.0;;Hero;60.41;7.375
685;row_1874;1874;42411461666;0;0;Inventory;Inventory;False;39.11;Fight;2;5;6;SPD;17;;0;0;;;;;;;;8.0;;;9.0;Rare;53.4;4.5
686;row_1878;1878;42364187792;0;0;Inventory;Inventory;False;45.78;Tolerance;2;5;9;DEF%;29;ACC;5;0;;;;;;;;;469.0;9.0;8.0;Hero;52.92;6.583666666666667
687;row_1880;1880;42909321777;0;0;Inventory;Inventory;False;58.53;Energy;1;6;6;ATK flat;70;RES;6;0;;;;;;;;;;16.0;5.0;Rare;72.81;8.916666666666666
688;row_1881;1881;42847819640;0;0;Inventory;Inventory;True;42.5;Energy;2;5;9;SPD;23;DEF flat;14;0;;11.0;20.0;;;;;;;;9.0;Hero;49.64;4.921428571428571
689;row_1882;1882;42907806005;0;0;Inventory;Inventory;False;46.48;Energy;2;6;9;SPD;25;ATK%;5;0;;;;;;21.0;26.0;5.0;;;;Hero;53.62;5.525
690;row_1883;1883;42908749134;0;0;Inventory;Inventory;False;55.81;Energy;4;6;9;CDmg;47;ATK flat;11;0;;;;;12.0;;;;;12.0;4.0;Hero;62.95;7.441666666666667
691;row_1887;1887;42496084017;0;0;Inventory;Inventory;False;46.51;Guard;2;6;9;SPD;25;;0;0;;12.0;;;;;13.0;;;;15.0;Hero;53.66;5.539285714285715
692;row_1896;1896;42803387830;0;0;Inventory;Inventory;False;52.07;Guard;6;6;9;HP%;38;;0;0;15.0;;;16.0;;;;;;6.0;;Hero;59.22;6.875
693;row_1897;1897;42847830845;0;0;Inventory;Inventory;True;50.8;Guard;6;5;12;RES;38;;0;0;;;;9.0;12.0;;;;194.0;13.0;;Legend;50.8;7.217
694;row_1898;1898;42615912395;0;0;Inventory;Inventory;False;53.56;Guard;6;6;9;HP%;38;;0;0;6.0;;;;;22.0;;;;8.0;;Hero;60.71;7.166666666666666
695;row_1899;1899;42908667992;0;0;Inventory;Inventory;False;52.29;Swift;1;6;6;ATK flat;70;CDmg;5;0;;;;;;;;14.0;;9.0;;Rare;66.58;7.464285714285714
696;row_1900;1900;42908920808;145;0;Tyron;Inventory;False;55.95;Swift;1;6;6;ATK flat;70;;0;0;;;;;8.0;;;;;15.0;;Rare;70.24;8.0
697;row_1902;1902;42910045353;1195;0;Savannah;Inventory;False;61.47;Swift;1;6;9;ATK flat;94;ATK%;7;0;;4.0;;;;;;15.0;;15.0;;Hero;68.61;9.321428571428571
698;row_1907;1907;42911925206;0;0;Inventory;Inventory;False;43.15;Swift;2;6;6;SPD;19;;0;0;4.0;;;;;21.0;;;;;;Rare;57.43;5.125
699;row_1908;1908;42908970997;131;0;Tesarion;Inventory;False;59.52;Swift;3;6;6;DEF flat;70;;0;1;;;;;;;;;;18.0;6.0;Rare;73.81;9.0
700;row_1909;1909;42910809039;0;0;Inventory;Inventory;False;51.18;Swift;3;6;6;DEF flat;70;HP%;8;0;;;;;;20.0;;;;6.0;;Rare;65.47;7.5
701;row_1911;1911;42912100524;0;0;Inventory;Inventory;False;57.51;Swift;3;6;9;DEF flat;94;;0;0;;;;;;;;;367.0;14.0;10.0;Hero;64.66;7.8226666666666675
702;row_1912;1912;42847830215;0;0;Inventory;Inventory;True;48.33;Swift;4;5;12;CRate;34;CDmg;4;0;;;;9.0;;;33.0;13.0;;8.0;;Legend;48.33;6.813095238095238
703;row_1914;1914;42910874205;0;0;Inventory;Inventory;False;44.13;Swift;4;6;6;HP%;29;HP flat;308;0;;;;;13.0;;;;;;9.0;Rare;58.41;5.535666666666667
704;row_1917;1917;42910339332;0;0;Inventory;Inventory;False;55.61;Swift;5;6;6;HP flat;1080;;0;0;;6.0;;;;;;;;15.0;;Rare;69.9;7.857142857142857
705;row_1918;1918;42911372093;0;0;Inventory;Inventory;False;49.7;Swift;5;6;6;HP flat;1080;;0;0;15.0;;;;;;;;;8.0;;Rare;63.98;6.541666666666666
706;row_1919;1919;42911549372;0;0;Inventory;Inventory;False;52.08;Swift;5;6;6;HP flat;1080;ATK flat;20;0;;;;15.0;;;;;;9.0;;Rare;66.37;7.375
707;row_1920;1920;42908645332;0;0;Inventory;Inventory;False;49.14;Swift;6;6;9;HP%;38;RES;6;0;;;14.0;;23.0;;;;;;10.0;Hero;56.28;6.641666666666667
708;row_1925;1925;42912618560;0;0;Inventory;Inventory;False;55.24;Rage;5;6;6;HP flat;1080;ATK%;6;0;;;;;;;18.0;;;14.0;;Rare;69.52;7.866666666666667
709;row_1926;1926;42717285822;0;0;Inventory;Inventory;False;49.19;Rage;6;6;12;DEF%;47;;0;0;;;13.0;;18.0;;;;812.0;4.0;;Legend;49.19;4.991
710;row_1927;1927;42508500119;0;0;Inventory;Inventory;False;61.6;Focus;1;6;9;ATK flat;94;HP%;8;0;7.0;;;12.0;;;;;;15.0;;Hero;68.74;9.375
711;row_1930;1930;42673280559;0;0;Inventory;Inventory;False;45.77;Focus;2;6;9;SPD;25;ATK%;8;0;11.0;;34.0;8.0;;;;;;;;Hero;52.91;5.225
712;row_1931;1931;42698682749;151;0;Spectra;Inventory;False;72.8;Focus;3;6;12;DEF flat;118;ACC;8;1;;7.0;;;;5.0;;;339.0;25.0;;Legend;72.8;11.410333333333334
713;row_1936;1936;42608930561;0;0;Inventory;Inventory;False;59.75;Endure;1;6;9;ATK flat;94;;0;0;;;;;;;;;323.0;16.0;10.0;Hero;66.9;8.430666666666667
714;row_1937;1937;42804356197;154;0;Lisa;Inventory;False;63.98;Endure;1;6;12;ATK flat;118;;0;0;7.0;;;4.0;;;;12.0;;18.0;;Legend;63.98;8.875
715;row_1938;1938;42496465712;0;0;Inventory;Inventory;False;46.57;Endure;2;6;9;SPD;25;HP flat;252;0;;;29.0;;;14.0;;14.0;;;;Hero;53.71;5.561
716;row_1940;1940;42698602784;0;0;Inventory;Inventory;False;41.72;Endure;2;6;6;SPD;19;;0;0;;;;17.0;;;16.0;;;;;Rare;56.01;4.525
717;row_1943;1943;42710454217;0;0;Inventory;Inventory;False;53.86;Endure;4;6;9;DEF%;38;SPD;5;0;15.0;;;;12.0;;;14.0;;;;Hero;61.0;7.791666666666667
718;row_1949;1949;42909896115;0;0;Inventory;Inventory;False;57.25;Fatal;1;6;6;ATK flat;70;CDmg;5;0;;;;;;;;;;15.0;5.0;Rare;71.54;8.547619047619047
719;row_1954;1954;42910466219;0;0;Inventory;Inventory;False;48.21;Fatal;4;6;6;CDmg;35;;0;0;18.0;;;;;;;;;6.0;;Rare;62.49;6.25
720;row_1961;1961;42912117041;0;0;Inventory;Inventory;False;42.55;Despair;2;6;6;SPD;19;;0;0;11.0;;;;;12.0;;;;;;Rare;56.84;4.875
721;row_1963;1963;42686517273;0;0;Inventory;Inventory;False;46.33;Vampire;2;6;9;SPD;25;CDmg;5;0;;;10.0;;;5.0;;23.0;;;;Hero;53.48;5.464285714285714
722;row_1967;1967;42658124517;0;0;Inventory;Inventory;False;53.39;Violent;2;6;9;ATK%;38;;0;0;;17.0;;;;16.0;;;;6.0;;Hero;60.53;7.428571428571429
723;row_1968;1968;42673090563;87;0;Sabrina;Inventory;False;60.11;Violent;2;6;9;ATK%;38;CRate;6;0;;;;11.0;;;;7.0;;14.0;;Hero;67.25;8.916666666666668
724;row_1969;1969;42746512710;0;0;Inventory;Inventory;False;45.71;Violent;2;6;9;SPD;25;CRate;5;0;;12.0;;;;;30.0;;676.0;;;Hero;52.86;5.198952380952381
725;row_1970;1970;42799639575;0;0;Inventory;Inventory;False;52.95;Violent;2;6;12;HP%;47;;0;0;;;;;7.0;;;;1022.0;6.0;12.0;Legend;52.95;6.237666666666667
726;row_1972;1972;42879609179;0;0;Inventory;Inventory;False;57.69;Violent;3;6;6;DEF flat;70;HP%;7;0;;6.0;;;;;;;;15.0;;Rare;71.98;8.732142857142858
727;row_1978;1978;42464426500;0;0;Inventory;Inventory;False;51.77;Violent;6;6;9;DEF%;38;SPD;4;0;4.0;;;13.0;;;;21.0;;;;Hero;58.92;7.083333333333333
728;row_1980;1980;42541341184;0;0;Inventory;Inventory;False;52.98;Violent;6;6;6;HP%;29;;0;0;;;10.0;;;;;;;14.0;;Rare;67.26;6.916666666666667
729;row_1983;1983;42672984256;0;0;Inventory;Inventory;False;52.26;Violent;6;6;6;HP%;29;;0;0;;;;;;;;;337.0;13.0;;Rare;66.55;6.782666666666667
730;row_1988;1988;42719742719;0;0;Inventory;Inventory;False;48.8;Will;4;6;6;CDmg;35;ACC;8;0;;;;;;;;20.0;;4.0;;Rare;63.09;6.833333333333333
731;row_1991;1991;42848296891;0;0;Inventory;Inventory;False;58.04;Will;6;6;12;HP%;47;RES;4;0;;;35.0;13.0;;;15.0;;;12.0;;Legend;58.04;7.375
732;row_1995;1995;42540999896;0;0;Inventory;Inventory;False;57.14;Shield;2;6;6;ATK%;29;;0;0;8.0;;;;;;;;;16.0;;Rare;71.43;8.333333333333332
733;row_1996;1996;42670293443;0;0;Inventory;Inventory;False;49.65;Shield;2;6;6;HP%;29;DEF flat;20;0;;;34.0;;;;;;;9.0;;Rare;63.94;6.35
