s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"SPD";16;{"enchanted":false,"gvalue":0};"HP flat";136;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"";0;{};"row_76";76;43456694701;145;0;"Ganymede";"Inventory";false;70.34;"Swift";1;6;9;"ATK flat";94;"ACC";5;1;"-";"-";"-";"-";"-";"-";"-";11;136;16;"-";"Hero";77.49
"ATK flat";18;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"DEF%";27;{"enchanted":false,"gvalue":0};"";0;{};"row_77";77;37652328779;0;0;"Inventory";"Inventory";false;72.86;"Swift";2;6;9;"ATK%";38;"HP%";7;0;"-";"-";18;4;"-";27;"-";"-";"-";"-";"-";"Hero";80
"CRate";8;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"";0;{};"row_78";78;38582870238;0;0;"Inventory";"Inventory";false;62.84;"Swift";2;5;9;"ATK%";29;"";0;0;"-";"-";"-";"-";"-";"-";"-";14;"-";10;8;"Hero";69.98
"SPD";12;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"CDmg";3;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_79";79;39919798032;0;0;"Inventory";"Inventory";false;65.01;"Swift";2;5;12;"ATK%";37;"DEF%";6;0;"-";3;"-";"-";"-";"-";"-";7;"-";12;6;"Legend";65.01
"ATK%";7;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_80";80;40704237312;0;0;"Inventory";"Inventory";false;58.44;"Swift";2;6;6;"SPD";19;"ATK flat";18;0;"-";13;"-";"-";7;"-";"-";"-";"-";"-";"-";"Rare";72.73
"DEF flat";43;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"ATK flat";40;{"enchanted":false,"gvalue":0};"";0;{};"row_81";81;39510893373;0;0;"Inventory";"Inventory";false;61.25;"Swift";2;6;9;"SPD";25;"ATK%";6;0;"-";"-";40;"-";"-";6;43;"-";"-";"-";"-";"Hero";68.39
"DEF%";15;{"enchanted":false,"gvalue":0};"HP flat";752;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_82";82;40636698153;131;0;"Bernard";"Inventory";false;60.73;"Swift";2;6;9;"SPD";25;"";0;1;"-";"-";"-";"-";"-";15;"-";5;752;"-";"-";"Hero";67.88
"DEF%";21;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"row_83";83;42911925206;28;0;"Velajuel";"Inventory";false;68.75;"Swift";2;6;15;"SPD";42;"";0;1;4;"-";"-";"-";7;21;"-";5;"-";"-";"-";"Rare";68.75
"RES";9;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"CRate";13;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":true,"gvalue":0};"row_84";84;38580442414;43;0;"Eshir";"Inventory";false;73.26;"Swift";2;5;15;"SPD";39;"CDmg";4;1;9;"-";"-";"-";8;"-";"-";6;"-";"-";13;"Legend";73.26
"SPD";4;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"RES";17;{"enchanted":false,"gvalue":0};"HP flat";423;{"enchanted":false,"gvalue":0};"row_85";85;42970806774;0;0;"Inventory";"Inventory";false;71.04;"Swift";2;6;12;"DEF%";47;"CDmg";5;0;17;"-";"-";"-";"-";"-";"-";7;423;4;"-";"Legend";71.04
"HP%";14;{"enchanted":false,"gvalue":0};"HP flat";634;{"enchanted":false,"gvalue":0};"DEF flat";27;{"enchanted":false,"gvalue":0};"";0;{};"row_86";86;43045619738;152;0;"Tablo *";"Inventory";false;65.32;"Swift";2;6;9;"SPD";25;"DEF%";7;1;"-";"-";"-";"-";"-";"-";27;14;634;"-";"-";"Hero";72.47
"DEF%";13;{"enchanted":false,"gvalue":0};"DEF flat";33;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"";0;{};"row_87";87;43405244545;0;0;"Inventory";"Inventory";false;62.14;"Swift";2;6;9;"SPD";25;"";0;0;10;"-";"-";"-";"-";13;33;"-";"-";"-";"-";"Hero";69.29
"ACC";14;{"enchanted":false,"gvalue":0};"HP flat";551;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"ATK flat";17;{"enchanted":false,"gvalue":0};"row_88";88;41481912124;32;0;"Hathor";"Inventory";false;66.32;"Swift";2;6;15;"SPD";42;"";0;1;"-";"-";17;14;"-";"-";"-";11;551;"-";"-";"Hero";66.32
"ACC";19;{"enchanted":false,"gvalue":0};"DEF flat";28;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_89";89;42928784116;145;0;"Ganymede";"Inventory";false;68.99;"Swift";2;6;15;"SPD";42;"";0;1;"-";"-";"-";19;"-";6;28;"-";"-";"-";5;"Hero";68.99
"RES";3;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";9;{"enchanted":false,"gvalue":0};"ACC";17;{"enchanted":false,"gvalue":0};"row_90";90;36055725677;0;0;"Inventory";"Inventory";false;70.62;"Swift";2;5;15;"SPD";39;"HP%";5;0;3;9;"-";17;"-";"-";"-";"-";"-";"-";5;"Hero";70.62
"SPD";15;{"enchanted":false,"gvalue":0};"HP flat";552;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_91";91;40502753745;0;0;"Inventory";"Inventory";false;75.67;"Swift";2;6;15;"HP%";63;"";0;0;"-";6;"-";"-";"-";"-";"-";"-";552;15;9;"Legend";75.67
"HP%";12;{"enchanted":false,"gvalue":0};"DEF flat";31;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_92";92;31609833728;98;0;"Vigor";"Inventory";false;67.48;"Swift";2;6;15;"SPD";42;"ATK%";5;1;"-";5;"-";"-";"-";"-";31;12;"-";"-";5;"Rare";67.48
"HP%";12;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"row_93";93;40558866208;138;0;"Seara";"Inventory";false;76.79;"Swift";2;6;15;"SPD";42;"";0;1;18;"-";"-";"-";8;8;"-";12;"-";"-";"-";"Hero";76.79
"HP flat";492;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_94";94;43429690432;0;0;"Inventory";"Inventory";false;63.21;"Swift";2;6;9;"ATK%";38;"ATK flat";12;0;"-";15;"-";"-";"-";6;"-";"-";492;"-";"-";"Hero";70.35
"ATK%";22;{"enchanted":false,"gvalue":0};"ATK flat";10;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_95";95;43444641331;0;0;"Inventory";"Inventory";true;54.59;"Swift";2;5;6;"SPD";17;"";0;0;"-";"-";10;"-";22;"-";"-";"-";"-";"-";"-";"Rare";68.88
"HP%";15;{"enchanted":false,"gvalue":0};"HP flat";502;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_96";96;43444645273;27;0;"Verdehile";"Inventory";true;66.01;"Swift";2;6;12;"SPD";31;"DEF%";5;1;"-";4;"-";4;"-";"-";"-";15;502;"-";"-";"Rare";66.01
"ATK flat";28;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"SPD";7;{"enchanted":false,"gvalue":0};"";0;{};"row_97";97;43444743257;0;0;"Inventory";"Inventory";false;54.74;"Swift";2;5;9;"ATK%";29;"HP%";7;0;"-";"-";28;7;"-";"-";"-";"-";"-";7;"-";"Hero";61.89
"ACC";4;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"ATK flat";29;{"enchanted":false,"gvalue":0};"";0;{};"row_98";98;43463604988;0;0;"Inventory";"Inventory";false;66.66;"Swift";2;6;9;"HP%";38;"CDmg";6;0;18;"-";29;4;"-";"-";"-";"-";"-";"-";"-";"Hero";73.8
"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"";0;{};"row_99";99;39919723836;0;0;"Inventory";"Inventory";false;67.26;"Swift";3;6;9;"DEF flat";94;"RES";5;0;"-";"-";"-";"-";"-";10;"-";7;"-";10;"-";"Rare";74.4
"SPD";14;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_100";100;40534233445;0;0;"Inventory";"Inventory";false;63.1;"Swift";3;6;9;"DEF flat";94;"";0;0;4;"-";"-";"-";"-";8;"-";"-";"-";14;"-";"Rare";70.24
"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"row_101";101;31503138845;152;0;"Tablo *";"Inventory";false;69.64;"Swift";3;6;9;"DEF flat";94;"HP%";8;1;"-";"-";"-";4;"-";6;"-";"-";"-";15;"-";"Rare";76.79
"SPD";13;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"row_102";102;40650795952;0;0;"Inventory";"Inventory";false;64.58;"Swift";3;6;9;"DEF flat";94;"";0;0;"-";"-";"-";8;"-";"-";"-";7;"-";13;"-";"Rare";71.73
"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";20;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_103";103;42910809039;0;0;"Inventory";"Inventory";false;67.86;"Swift";3;6;6;"DEF flat";70;"HP%";8;0;"-";"-";"-";"-";"-";20;"-";"-";"-";6;"-";"Rare";82.14
"HP flat";367;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"";0;{};"row_104";104;42912100524;43;0;"Eshir";"Inventory";false;67.78;"Swift";3;6;9;"DEF flat";94;"";0;1;"-";"-";"-";"-";"-";"-";"-";"-";367;14;10;"Hero";74.92
"SPD";13;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_105";105;42940918651;0;0;"Inventory";"Inventory";false;63.69;"Swift";3;6;6;"DEF flat";70;"HP%";8;0;6;"-";"-";"-";"-";"-";"-";"-";"-";13;"-";"Rare";77.98
"SPD";14;{"enchanted":false,"gvalue":0};"HP flat";266;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_106";106;43127942451;27;0;"Verdehile";"Inventory";false;62.06;"Swift";3;6;6;"DEF flat";70;"CRate";6;1;"-";"-";"-";"-";"-";"-";"-";"-";266;14;"-";"Rare";76.34
"DEF%";12;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_107";107;43404215455;138;0;"Seara";"Inventory";false;83.93;"Swift";3;6;9;"DEF flat";94;"RES";7;1;"-";"-";"-";15;"-";12;"-";"-";"-";11;4;"Legend";91.07
"SPD";11;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_108";108;43404603785;0;0;"Inventory";"Inventory";false;59.01;"Swift";3;6;6;"DEF flat";70;"";0;0;"-";10;"-";"-";"-";"-";"-";"-";"-";11;"-";"Rare";73.3
"ACC";8;{"enchanted":true,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";20;{"enchanted":false,"gvalue":4};"CDmg";8;{"enchanted":false,"gvalue":0};"row_109";109;37225317809;28;0;"Velajuel";"Inventory";false;86.73;"Swift";3;6;12;"DEF flat";118;"";0;1;"-";8;"-";8;"-";"-";"-";"-";"-";20;10;"Legend";86.73
"CRate";6;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_110";110;42908970997;145;0;"Ganymede";"Inventory";false;64.29;"Swift";3;6;6;"DEF flat";70;"";0;1;"-";"-";"-";"-";"-";"-";"-";"-";"-";18;6;"Rare";78.57
"SPD";11;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"";0;{};"row_111";111;39913035136;0;0;"Inventory";"Inventory";false;80.82;"Swift";3;6;9;"DEF flat";94;"RES";7;0;"-";6;"-";"-";"-";"-";"-";22;"-";11;"-";"Hero";87.97
"HP flat";374;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"row_112";112;41258420647;0;0;"Inventory";"Inventory";false;76.78;"Swift";3;6;12;"DEF flat";118;"";0;0;12;"-";"-";"-";"-";14;"-";"-";374;12;"-";"Legend";76.78
"SPD";10;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_113";113;41466521736;107;0;"Taor";"Inventory";false;59.52;"Swift";3;6;6;"DEF flat";70;"";0;1;"-";"-";"-";"-";"-";"-";"-";"-";"-";10;10;"Rare";73.81
"SPD";6;{"enchanted":false,"gvalue":0};"HP flat";456;{"enchanted":false,"gvalue":0};"RES";27;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_114";114;8983562753;0;0;"Inventory";"Inventory";false;81.34;"Swift";3;6;12;"DEF flat";118;"CRate";5;0;27;4;"-";"-";"-";"-";"-";"-";456;6;"-";"Legend";81.34
"SPD";9;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_115";115;43444735328;0;0;"Inventory";"Inventory";false;51.79;"Swift";3;5;6;"DEF flat";57;"";0;0;"-";"-";"-";"-";"-";12;"-";"-";"-";9;"-";"Rare";66.07
"HP flat";163;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_116";116;43446268879;0;0;"Inventory";"Inventory";false;53.93;"Swift";3;6;6;"DEF flat";70;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";163;14;"-";"Rare";68.22
"SPD";6;{"enchanted":false,"gvalue":0};"ACC";16;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_117";117;43449447890;0;0;"Inventory";"Inventory";false;64.29;"Swift";3;6;6;"DEF flat";70;"DEF%";8;0;"-";"-";"-";16;"-";"-";"-";"-";"-";6;"-";"Rare";78.57
"CRate";15;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_118";118;43449508905;0;0;"Inventory";"Inventory";false;69.35;"Swift";3;6;9;"DEF flat";94;"";0;0;11;"-";"-";"-";"-";"-";"-";"-";"-";5;15;"Hero";76.49
"CRate";6;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":5};"ACC";7;{"enchanted":true,"gvalue":0};"HP flat";499;{"enchanted":false,"gvalue":287};"row_119";119;32126258998;32;0;"Hathor";"Inventory";false;83.32;"Swift";3;6;12;"DEF flat";118;"DEF%";5;1;"-";"-";"-";7;"-";"-";"-";"-";499;21;6;"Rare";83.32
"SPD";10;{"enchanted":false,"gvalue":0};"ATK flat";35;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"";0;{};"row_120";120;39905178794;0;0;"Inventory";"Inventory";false;64.58;"Swift";4;6;9;"CDmg";47;"";0;0;12;"-";35;"-";"-";"-";"-";"-";"-";10;"-";"Hero";71.73
"SPD";10;{"enchanted":false,"gvalue":0};"ATK flat";44;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_121";121;40988787635;0;0;"Inventory";"Inventory";true;56.97;"Swift";4;6;6;"CDmg";35;"HP flat";157;0;"-";"-";44;"-";"-";"-";"-";"-";"-";10;"-";"Rare";71.26
"CRate";4;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"";0;{};"row_122";122;39863124678;0;0;"Inventory";"Inventory";false;73.21;"Swift";4;6;9;"CDmg";47;"DEF%";8;0;18;"-";"-";"-";"-";"-";"-";"-";"-";8;4;"Hero";80.36
"DEF flat";33;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"ACC";9;{"enchanted":false,"gvalue":0};"row_123";123;42847830215;0;0;"Inventory";"Inventory";true;68.08;"Swift";4;5;12;"CRate";34;"CDmg";4;0;"-";"-";"-";9;"-";"-";33;13;"-";8;"-";"Legend";68.08
"CDmg";11;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"HP flat";987;{"enchanted":false,"gvalue":0};"row_124";124;40687297711;0;0;"Inventory";"Inventory";false;73.01;"Swift";4;6;15;"HP%";63;"";0;0;"-";11;"-";8;"-";"-";"-";"-";987;8;"-";"Legend";73.01
"ATK%";13;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_125";125;42910874205;0;0;"Inventory";"Inventory";false;60.97;"Swift";4;6;6;"HP%";29;"HP flat";308;0;"-";"-";"-";"-";13;"-";"-";"-";"-";"-";9;"Rare";75.25
"HP flat";411;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"DEF%";7;{"enchanted":false,"gvalue":0};"row_126";126;42968658856;138;0;"Seara";"Inventory";false;82.1;"Swift";4;6;15;"CRate";58;"ACC";6;1;"-";11;"-";"-";"-";7;"-";22;411;"-";"-";"Legend";82.1
"RES";6;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_127";127;42968829162;28;0;"Velajuel";"Inventory";false;59.82;"Swift";4;6;6;"DEF%";29;"HP%";5;1;6;"-";"-";"-";"-";"-";"-";"-";"-";12;"-";"Rare";74.11
"ATK%";22;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_128";128;42970604142;0;0;"Inventory";"Inventory";false;69.64;"Swift";4;6;6;"DEF%";29;"HP%";8;0;"-";"-";"-";8;22;"-";"-";"-";"-";"-";"-";"Rare";83.93
"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":0};"";0;{};"row_129";129;42971237881;0;0;"Inventory";"Inventory";false;76.83;"Swift";4;6;9;"DEF%";38;"CDmg";5;0;"-";"-";"-";"-";14;"-";"-";21;"-";4;"-";"Hero";83.97
"CRate";17;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"HP flat";622;{"enchanted":false,"gvalue":0};"";0;{};"row_130";130;43024650165;0;0;"Inventory";"Inventory";false;68.13;"Swift";4;6;9;"DEF%";38;"";0;0;"-";"-";"-";7;"-";"-";"-";"-";622;"-";17;"Hero";75.27
"RES";14;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"ATK flat";27;{"enchanted":false,"gvalue":0};"";0;{};"row_131";131;43319254134;0;0;"Inventory";"Inventory";false;63.75;"Swift";4;6;9;"DEF%";38;"ATK%";6;0;14;"-";27;6;"-";"-";"-";"-";"-";"-";"-";"Hero";70.89
"CDmg";11;{"enchanted":false,"gvalue":0};"DEF flat";43;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"row_132";132;43385203714;0;0;"Inventory";"Inventory";false;65.63;"Swift";4;6;9;"DEF%";38;"CRate";4;0;"-";11;"-";7;"-";"-";43;"-";"-";"-";"-";"Hero";72.77
"ACC";13;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_133";133;43400202579;0;0;"Inventory";"Inventory";false;68.58;"Swift";4;6;9;"DEF%";38;"";0;0;"-";15;"-";13;"-";"-";"-";"-";"-";5;"-";"Hero";75.72
"ATK flat";17;{"enchanted":false,"gvalue":0};"DEF flat";41;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_134";134;43076084189;131;0;"Bernard";"Inventory";true;62.74;"Swift";4;6;12;"DEF%";47;"";0;1;"-";"-";17;"-";"-";"-";41;"-";"-";10;4;"Rare";62.74
"DEF%";15;{"enchanted":false,"gvalue":0};"ACC";18;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"row_135";135;40688188209;0;0;"Inventory";"Inventory";false;89.29;"Swift";4;6;12;"HP%";47;"RES";6;0;"-";"-";"-";18;13;15;"-";"-";"-";"-";6;"Legend";89.29
"ACC";8;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"ATK%";28;{"enchanted":false,"gvalue":0};"row_136";136;40942527972;0;0;"Inventory";"Inventory";false;77.68;"Swift";4;6;12;"DEF%";47;"";0;0;6;"-";"-";8;28;"-";"-";5;"-";"-";"-";"Legend";77.68
"DEF%";14;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"";0;{};"row_137";137;40708804342;0;0;"Inventory";"Inventory";false;72.32;"Swift";4;6;9;"CDmg";47;"";0;0;"-";"-";"-";"-";"-";14;"-";15;"-";9;"-";"Hero";79.46
"ACC";7;{"enchanted":false,"gvalue":0};"CDmg";24;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_138";138;39498351784;31;0;"Lushen";"Inventory";true;77.17;"Swift";4;6;15;"CRate";58;"";0;0;5;24;"-";7;7;"-";"-";"-";"-";"-";"-";"Hero";77.17
"HP%";7;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_139";139;41455091745;107;0;"Taor";"Inventory";false;74.35;"Swift";4;6;12;"CDmg";59;"ATK flat";18;1;"-";"-";"-";"-";"-";6;"-";7;"-";14;6;"Rare";74.35
"ATK flat";20;{"enchanted":false,"gvalue":0};"ATK%";21;{"enchanted":false,"gvalue":0};"CRate";12;{"enchanted":false,"gvalue":0};"";0;{};"row_140";140;43444641326;0;0;"Inventory";"Inventory";true;78.57;"Swift";4;6;9;"CDmg";47;"RES";7;0;"-";"-";20;"-";21;"-";"-";"-";"-";"-";12;"Hero";85.71
"ACC";11;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_141";141;43444735329;0;0;"Inventory";"Inventory";false;58.46;"Swift";4;6;6;"HP%";29;"SPD";4;0;"-";8;"-";11;"-";"-";"-";"-";"-";"-";"-";"Rare";72.75
"HP%";14;{"enchanted":false,"gvalue":0};"DEF flat";39;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_142";142;43463661780;0;0;"Inventory";"Inventory";false;55.18;"Swift";4;6;6;"DEF%";29;"";0;0;"-";"-";"-";"-";"-";"-";39;14;"-";"-";"-";"Rare";69.46
"SPD";15;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_143";143;42910339332;152;0;"Tablo *";"Inventory";false;59.69;"Swift";5;6;6;"HP flat";1080;"";0;1;"-";6;"-";"-";"-";"-";"-";"-";"-";15;"-";"Rare";73.98
"ACC";15;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_144";144;42911549372;0;0;"Inventory";"Inventory";false;63.39;"Swift";5;6;6;"HP flat";1080;"ATK flat";20;0;"-";"-";"-";15;"-";"-";"-";"-";"-";9;"-";"Rare";77.68
"DEF flat";12;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":3};"ATK%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_145";145;40650668980;32;0;"Hathor";"Inventory";false;70.94;"Swift";5;6;9;"HP flat";1440;"CDmg";5;1;"-";"-";"-";"-";6;"-";12;"-";"-";19;"-";"Rare";78.08
"SPD";16;{"enchanted":false,"gvalue":0};"DEF flat";15;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"row_146";146;37133627648;98;0;"Vigor";"Inventory";false;68.45;"Swift";5;6;9;"HP flat";1440;"CRate";4;1;"-";"-";"-";7;"-";"-";15;"-";"-";16;"-";"Rare";75.6
"SPD";12;{"enchanted":false,"gvalue":0};"ATK%";18;{"enchanted":false,"gvalue":4};"HP%";16;{"enchanted":false,"gvalue":6};"";0;{};"row_147";147;31464907022;0;0;"Inventory";"Inventory";false;80.36;"Swift";5;6;9;"HP flat";1440;"";0;0;"-";"-";"-";"-";18;"-";"-";16;"-";12;"-";"Hero";87.5
"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":3};"RES";8;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":true,"gvalue":0};"row_148";148;19862540293;145;0;"Ganymede";"Inventory";false;80.06;"Swift";5;6;12;"HP flat";1800;"";0;1;8;"-";"-";11;8;"-";"-";"-";"-";17;"-";"Rare";80.06
"SPD";13;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"HP%";9;{"enchanted":false,"gvalue":0};"";0;{};"row_149";149;40936321789;131;0;"Bernard";"Inventory";false;65.28;"Swift";5;5;9;"HP flat";1215;"CRate";5;1;"-";"-";"-";"-";6;"-";"-";9;"-";13;"-";"Hero";72.43
"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"row_150";150;43444641335;0;0;"Inventory";"Inventory";true;90.01;"Swift";5;6;12;"HP flat";1800;"";0;0;"-";15;"-";"-";8;"-";"-";21;"-";11;"-";"Legend";90.01
"SPD";7;{"enchanted":false,"gvalue":0};"DEF flat";54;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_151";151;43444645270;0;0;"Inventory";"Inventory";true;59.05;"Swift";5;6;6;"HP flat";1080;"RES";6;0;"-";"-";"-";"-";"-";"-";54;"-";"-";7;"-";"Rare";73.33
